Longitude,Latitude,Loc_Name,Area,Country_ID,Rainfall,Temperature,Soil_Type,Presence
38.38416667,18.03388889,West Agitai,1000,SU,254.2,17.43,Loam,0
38.45416667,18.00138889,East Agitai,500,SU,394.09,14.45,Sandy ,0
38.43222222,18.03111111,East Agitai,200,SU,115.18,38.52,Alluvial,1
38.43833333,17.96861111,Balatat,400,SU,348.68,14.67,Laterite,0
38.40722222,17.99916667,Balatat,1000,SU,337.15,40.98,Clay ,0
38.35916667,17.80472222,gali,600,SU,171.06,20.38,Clay ,0
38.39194444,18.03944444,Agitai,200,SU,239.02,24.32,Loam,0
38.34666667,17.93388889,opeilly,200,SU,26.01,22.96,Alluvial,0
39.75222222,21.66583333,aen shams,50,SA,315.74,18.76,Laterite,0
37.1975,19.88361111,Gudoudeit,30,SU,242.52,6.98,Peat,0
37.38055556,18.89972222,Hilay 3,200,SU,254.46,39.72,Clay ,0
37.59305556,18.55583333,Maalijiyd,200,SU,88.22,5.75,Laterite,0
38.37194444,17.80444444,moharba,200,SU,77.27,22.43,Peat,0
36.76638889,21.35666667,K. Nigarob,200,SU,173.47,37.35,Alluvial,0
37.17972222,19.63777778,kamawieb,30,SU,195.53,25.68,Loam,0
37.22527778,19.82,Durour,60,SU,242.95,24.67,Unknown,0
38.39611111,17.87111111,gadmpawa,400,SU,33.08,8.19,Unknown,0
37.59972222,18.58833333,Grardbab,300,SU,190.25,13.43,Peat,0
37.21972222,19.17583333,Handoub,400,SU,24.22,18.48,Sandy ,0
38.36638889,17.86,Gadempour,200,SU,268.73,18.83,Loam,0
38.37111111,17.85972222,Gadempour,200,SU,260.19,8.03,Loam,0
37.37527778,18.78111111,Eirim 1,300,SU,350.08,20.03,Clay ,0
37.39472222,18.7825,Eirim 2,200,SU,114.4,27.44,Alluvial,1
38.35833333,17.77611111,mharba,500,SU,341.71,7.5,Alluvial,0
37.29722222,19.19944444,Handoub,60,SU,280.58,5.7,Peat,0
37.63916667,18.56555556,Kamagaiyb,200,SU,223.73,33.14,Alluvial,0
37.24472222,19.41833333,PortsudanAirport,500,SU,187.77,9.85,Loam,0
38.39583333,17.84916667,Meteb,500,SU,154.35,37.77,Sandy ,0
37.11388889,20.71694444,K. Sieb,100,SU,317.46,27.14,Peat,0
36.74611111,21.3225,K. Nigarob,200,SU,187.39,30.48,Laterite,0
37.30444444,18.93111111,taharoi,500,SU,70.54,28.68,Laterite,1
36.98222222,20.22388889,K. Yoider,100,SU,69.19,14.35,Clay ,0
38.34833333,17.78611111,moharbah,100,SU,280.43,34.62,Laterite,0
37.37111111,18.99138889,Gaboul,20,SU,352.71,8.19,Sandy ,0
37.38583333,18.96611111,gaboul 4,200,SU,142.03,31.14,Sandy ,0
37.39166667,18.9125,Hilay,100,SU,289.66,33.38,Alluvial,0
37.18,19.63777778,Hoshery,50,SU,394.83,28.48,Laterite,0
37.36166667,18.99027778,Gaboul,20,SU,371.78,37.38,Unknown,0
38.31861111,18.00666667, ,400,SU,158.18,9.47,Clay ,0
38.41055556,18.05972222,Abgitai,500,SU,38.52,39.58,Unknown,1
37.40055556,18.78111111,Eirim 4,300,SU,372.72,21.21,Sandy ,0
38.42472222,18.03083333,Agitai,400,SU,208.92,21.14,Peat,0
37.23611111,19.43666667,PortsudanAirport,200,SU,277.67,11.99,Unknown,0
38.40916667,17.98833333,Balatat,500,SU,368.64,9.6,Clay ,0
36.75416667,21.33944444,K. Nigarob,200,SU,77.04,8.1,Sandy ,0
37.29194444,18.91333333,Taharoi 3,200,SU,215.99,16.64,Sandy ,0
38.37111111,17.84861111,gadempoa,100,SU,65.69,7.8,Clay ,0
37.32333333,18.90833333,Taharoi 4,100,SU,69.33,38.67,Alluvial,1
38.39083333,17.85611111,gadembow,100,SU,243.26,23.73,Alluvial,0
37.22277778,19.81222222,Douror,70,SU,60.05,16.95,Alluvial,0
37.36333333,18.94027778,Gaboul 6,300,SU,266.27,23.73,Sandy ,0
37.275,19.34638889,Hoshery,200,SU,175.49,28.52,Unknown,0
37.28111111,19.13694444,W Swakin,500,SU,173.1,30.49,Laterite,0
37.35972222,18.74416667,Eifrim 3,100,SU,264.17,40.64,Alluvial,0
38.32111111,17.89555556,Gadempour,300,SU,78.6,38.44,Sandy ,1
38.32111111,17.89555556,Malait,400,SU,289.31,14.46,Loam,0
37.60194444,18.47305556,Kogriyay,200,SU,45.03,40.43,Peat,1
37.27194444,18.85555556,khor dahant,200,SU,255.34,14.59,Laterite,0
37.05416667,20.25527778,K. Yoider,200,SU,149.4,36.4,Clay ,0
37.31166667,18.95944444,tintio 2,300,SU,236.99,17.58,Clay ,0
37.31944444,18.95555556,gaboul 3,200,SU,334.76,18.91,Laterite,0
37.2225,19.42194444,PortsudanAirport,200,SU,292.78,16.6,Sandy ,0
37.35111111,18.99055556,Goup,100,SU,353.74,24.56,Sandy ,0
37.07361111,20.25861111,K. Yoider,100,SU,61.06,38.64,Clay ,1
37.04305556,20.2725,W. Konsarrit,100,SU,123.86,37.02,Sandy ,0
37.26,19.41972222,portsudanAirport,200,SU,77.14,21.51,Unknown,0
37.30944444,18.9525, ,500,SU,358.43,5.38,Peat,0
37.26,19.41944444,Handoub,100,SU,377.65,40.71,Sandy ,0
37.26638889,19.31,Hamboukaib,500,SU,110.46,26.28,Laterite,1
38.47027778,17.83805556,gadef,200,SU,373.56,38.91,Loam,0
37.18027778,19.63777778,Hoshery,50,SU,392.61,7.62,Loam,0
37.22166667,19.74694444,N-Omanaa,20,SU,32.31,33.63,Loam,1
37.18666667,19.74055556,Arbaat,60,SU,249.79,29.27,Alluvial,0
37.40583333,18.79111111,eirim,500,SU,39.72,6.48,Alluvial,0
37.36777778,18.94,gaboul,800,SU,297.71,36.76,Loam,0
37.27333333,19.3025,Hambokiab,100,SU,322.84,37.63,Unknown,0
38.3725,18.04777778,West Agitai,200,SU,149.19,32.29,Alluvial,0
38.3325,17.88833333,aitarppa,300,SU,366.95,30.77,Unknown,0
38.31638889,18.06833333,Adarat,200,SU,245.96,5.52,Sandy ,0
38.3125,17.87305556,kilo,200,SU,196.06,24.09,Sandy ,0
38.40555556,18.03111111,Agitai,300,SU,344.2,25.21,Laterite,0
38.30611111,17.85111111,aaiat,300,SU,119.6,28.29,Sandy ,1
38.34333333,17.92194444,opeilly,200,SU,44.11,9.65,Laterite,0
38.44472222,17.97805556,Balatat,600,SU,66.37,13.28,Alluvial,0
37.64666667,18.46416667,watan,300,SU,361.65,39.82,Laterite,0
38.32972222,18.07388889,Adarat,200,SU,265.86,37.6,Laterite,0
38.35833333,18.03944444,W. Agitai,100,SU,292.97,38.43,Clay ,0
38.31972222,17.89833333,aitrppa,200,SU,57.23,27.2,Laterite,1
-15.8125,17.88916667,LEMREYGHATT-Ouad Nag,20,MR,350.36,11.94,Unknown,0
-15.78722222,17.925,Lemreighatt-Ouad Nag,80,MR,88.53,5.96,Alluvial,0
-13.10027778,20.0075,ouad Ehl Heimed  Sui,10,MR,198.67,37.61,Laterite,0
-15.76083333,17.89277778,Ragbett El Agbe-Ouad,20,MR,275.14,31.02,Clay ,0
-13.10111111,20.00027778,Ouad Ehl Aheimed,20,MR,29.86,13.04,Alluvial,0
-15.70555556,17.86361111,Boughabra-Ouad Naga,20,MR,58.48,40.58,Clay ,0
-15.65805556,17.96861111,ACHOUEIR-Ouad Naga,40,MR,22.2,14.76,Unknown,0
-15.60222222,18.03416667,ELELB LAZRAG-Ouad Na,100,MR,387.26,31.84,Alluvial,0
47.42861111,13.69972222,morais,100,YE,153.37,36.56,Loam,0
48.37833333,14.15083333,alkhabt,100,YE,367.16,7.64,Peat,0
48.37666667,14.13111111,alkhabt,100,YE,287.64,8.21,Sandy ,0
42.91694444,15.86472222,Jaberi.1,50,YE,317.93,18.95,Clay ,0
-13.39694444,19.79916667,Dra Ehil Hbibe,80,MR,311.81,10.5,Laterite,0
-15.95944444,17.67083333,Hseyatt ehel Dih,30,MR,157.27,21.65,Alluvial,0
-12.66916667,19.53194444,ekdneche,40,MR,22.48,7.77,Loam,0
-12.80638889,19.46,bouaboune,100,MR,21.85,37.28,Unknown,0
-13.51472222,20.09305556,Sud loubeitine,20,MR,244.35,39.81,Loam,0
-14.53138889,19.55666667,el misca,100,MR,314.12,36.6,Clay ,0
-14.49166667,19.57722222,khatt ntemadi,50,MR,95.96,8.48,Unknown,0
-13.69277778,20.00083333,El egda,20,MR,50.46,16.32,Alluvial,0
-13.69388889,20.00166667,El agda,10,MR,155.78,7.28,Sandy ,0
-14.48166667,22.80527778,tizni oued jenna,70,MO,354.74,39.71,Alluvial,0
-14.54138889,22.58,oued lgrad,200,MO,397.1,21.78,Laterite,0
-15.06611111,22.03722222,Oued Touirga,150,MO,182.49,32.57,Laterite,0
44.76722222,13.01805556,abren,100,YE,32.23,34.95,Laterite,1
38.81222222,9.016111111,test5,100,ET,58.61,20.81,Peat,0
-13.69416667,20.0025,El agda,6,MR,62.56,32.48,Sandy ,1
-12.80333333,19.45277778,bouaboune,100,MR,96.59,26.75,Unknown,0
-12.91972222,19.42277778,Graret El abeth,100,MR,232.89,12.23,Sandy ,0
-12.80222222,19.45305556,bouaboune,100,MR,17.23,38.32,Peat,0
-13.90166667,19.72555556,Hadde el hamere,10,MR,313.75,21.21,Sandy ,0
-13.89583333,19.72527778,hadde hamera,10,MR,365.8,27.42,Unknown,0
-14.55166667,19.49361111,el hedra,100,MR,58.52,14.07,Sandy ,0
-12.88722222,19.41611111,echarim,100,MR,230.86,23.89,Unknown,0
-12.91972222,19.42277778,sour,100,MR,260.82,37.65,Clay ,0
-13.6925,20.00055556,El agda,20,MR,83.85,33.9,Sandy ,1
-14.50083333,19.50333333,el hedra,100,MR,386.97,19.24,Alluvial,0
-14.49111111,19.50027778,el hedra,100,MR,78.15,8.3,Loam,0
-14.50777778,19.5225,el hedra,90,MR,77.28,31.79,Peat,1
-13.14638889,20.07444444,Toungad-Aoujeft,20,MR,357.38,36.41,Peat,0
-15.98333333,17.66555556,Sud sigue pk 47,5,MR,208.19,14.81,Unknown,0
-13.16361111,20.10083333,Tountemdej-Aoujeft,20,MR,105.73,6.25,Peat,0
-15.98972222,17.65444444,Pk50 de Nkc,8,MR,373.66,30.23,Sandy ,0
-13.09361111,19.99361111,Adrar,20,MR,49.05,38.77,Loam,1
-13.265,19.94361111,egueile,40,MR,96.1,40.08,Laterite,1
-15.99416667,17.65666667,Pk47 de Nouakchott,20,MR,70.58,30.74,Alluvial,1
-14.15916667,20.25361111,ziratoul amar,80,MR,92.74,29.73,Loam,1
-14.16333333,20.25444444,ziratoul omar,60,MR,359.28,19.53,Unknown,0
-15.96416667,17.67777778,Hseyatt ehel dih,5,MR,119.5,7.51,Unknown,0
-14.17611111,20.25777778,ziratoul amr,100,MR,32.75,39.43,Sandy ,1
-15.9525,17.67138889,Hassi Awoinatt,10,MR,148.66,35.37,Clay ,0
-14.195,20.2525,ziratoul amar,60,MR,22.84,19.48,Peat,0
-13.10972222,20.01805556,Ouad Aoujeft-Adrar,40,MR,217.96,14.64,Clay ,0
-13.1425,20.07111111,xocob,20,MR,265.58,26.69,Sandy ,0
-15.31972222,18.46305556,traga,200,MR,128.97,17.74,Alluvial,0
-15.29416667,18.47194444,traga,200,MR,260.99,29.59,Clay ,0
-13.165,20.09055556,Toungad-Adrar,100,MR,335.89,32.94,Alluvial,0
-14.23777778,20.275,ziratoul amar,100,MR,249.76,25.7,Laterite,0
-14.23972222,20.27972222,ziratoul amar,20,MR,196.62,38.91,Unknown,0
-14.24138889,20.28166667,Ziratoul amar,10,MR,77.7,25.48,Sandy ,1
-14.24416667,20.28222222,ziratoul amar,10,MR,219.66,21.47,Peat,0
-15.95472222,17.66777778,Hassi Awoinatt,10,MR,155.74,30.33,Unknown,0
-14.23833333,20.285,ziratoul amar,50,MR,94.96,14.08,Clay ,0
-13.15027778,20.08527778,Toungad-Aoujeft,50,MR,195.47,22.69,Unknown,0
-13.40805556,19.79194444,Akravit Tenemrouret,200,MR,51.49,16.66,Alluvial,0
-14.60138889,19.40444444,el lekhlise,50,MR,23.43,36.59,Sandy ,0
-14.2375,20.28722222,ziratoul amar,40,MR,54.8,10.43,Sandy ,0
-13.315,20.13333333,Tantane-Yeghref,40,MR,393.96,37.97,Loam,0
-14.22722222,20.30777778,achariyate,100,MR,164.63,36.63,Sandy ,0
-13.17083333,20.09916667,Tountemdeje-Aoujeft,80,MR,168.58,11.99,Sandy ,0
-15.98444444,17.66305556,Pk48 Sud Sigue,10,MR,92.07,7.3,Alluvial,0
-12.92888889,19.68083333,ntergute,100,MR,214.23,30.45,Clay ,0
-13.21027778,20.09027778,Tivoujar-Aoujeft-Adr,200,MR,334.74,20.75,Loam,0
-13.29527778,19.94194444,rague,50,MR,357.2,25.46,Unknown,0
-14.23,20.31527778,akchar,50,MR,325.64,37.11,Loam,0
-15.96472222,17.65555556,Hassi Awoinatt,5,MR,332.24,12.6,Alluvial,0
-14.23777778,20.29861111,Akchar,60,MR,163.64,6.75,Sandy ,0
-13.23638889,19.92861111,tavrajete,20,MR,18.61,33.71,Peat,0
-14.23583333,20.29611111,Akchar,40,MR,85.47,28.19,Alluvial,1
-14.23694444,20.29833333,Akchar,50,MR,333.57,30.91,Laterite,0
-14.25888889,20.29888889,akchar,30,MR,95.43,21.93,Peat,0
-14.26138889,20.30194444,akchar,20,MR,85.15,6.04,Unknown,0
-13.14111111,20.07472222,Toungad-Aoujeft,60,MR,112.09,11.53,Sandy ,0
-13.20777778,19.97527778,manire,20,MR,92.08,18.74,Laterite,0
-13.08166667,19.99194444,Ouad Aoujeft-Adrar,50,MR,354.57,16.46,Laterite,0
-14.26361111,20.30166667,akchar,10,MR,107.65,7.03,Unknown,0
-15.9675,17.66527778,Hseyatt ehel dih,4,MR,380.02,6.46,Unknown,0
-14.50472222,19.54861111,khatt ntamadi,200,MR,84.55,26.06,Alluvial,1
-13.08527778,19.99777778,Ouad Aoujeft-Adrar,20,MR,318.98,10.13,Laterite,0
-13.17472222,20.10638889,Tountemdej-Aoujeft,40,MR,54.45,11.19,Peat,0
-15.99888889,17.64333333,Pk50,3,MR,13.33,17.42,Sandy ,0
-14.27166667,20.30194444,akchar,50,MR,290.07,6.8,Peat,0
-13.81361111,20.07472222,Toungad-Aoujeft,80,MR,156.6,10.04,Alluvial,0
49.00055556,16.72361111,nakhar tapuet,100,YE,247.85,28.92,Unknown,0
-13.27777778,19.89472222,toujite,40,MR,340.04,19.48,Sandy ,0
-15.88805556,17.66888889,Awoinatt,8,MR,214.6,10.58,Clay ,0
-12.7375,19.855,deaja,100,MR,296.08,8.92,Laterite,0
-13.30583333,19.91722222,tenewcherte,40,MR,288.4,5.11,Laterite,0
-12.73944444,19.85611111,deaji,200,MR,96.83,25.24,Loam,1
-14.48444444,19.51805556,el hedra,100,MR,217.2,40.03,Unknown,0
-13.89611111,19.725,hadde hamerra,20,MR,132.61,16.51,Peat,0
-14.45444444,19.59333333,el hedra,100,MR,246.95,35.82,Unknown,0
-12.62138889,19.5825,navigateur,200,MR,155.91,6.3,Loam,0
-14.49638889,19.57638889,el hedra,80,MR,342.45,32.9,Unknown,0
-13.14416667,20.07138889,Tounguad 2,60,MR,246.91,34.83,Unknown,0
-15.78944444,18.51388889,Elb Averchy Pk 55 Nk,30,MR,213.41,37.28,Loam,0
-15.81166667,18.54861111,Tarva el gibly sahel,5,MR,323.51,25,Clay ,0
-12.51694444,19.69194444,jouali,100,MR,352.55,10.01,Laterite,0
-13.6675,19.81,signal lazrak,10,MR,391.64,26,Clay ,0
-13.66527778,19.41,zmoliye,40,MR,382.67,37.6,Peat,0
-13.66305556,19.40027778,zmoliye,40,MR,232.5,30.05,Unknown,0
-13.25027778,19.53694444,Tenedayit,200,MR,386.05,30.41,Laterite,0
-13.65472222,19.40416667,zmoliye,70,MR,335.09,14.38,Loam,0
-13.25055556,19.53666667,Graret Tenedayite Le,100,MR,201.71,22.8,Unknown,0
-15.95666667,17.66916667,Hesseyatt Ehel Did,4,MR,394.66,39.71,Laterite,0
-14.58111111,19.50194444,lekhlige,60,MR,306.11,39.23,Peat,0
-16.15277778,17.21305556,Ouest Nebket El Arse,40,MR,112.73,33.47,Peat,1
-16.15111111,17.18944444,Sobe-Trarza,60,MR,352.12,14.2,Alluvial,0
-13.39694444,19.79777778,Dhra Ehel Hbibe,30,MR,27.64,23.78,Clay ,0
-13.21555556,20.08611111,AGUEILITE  LEGLEITAT,20,MR,355.53,11.91,Clay ,0
-13.71722222,19.37472222,ezmoliye,40,MR,54.46,26.3,Laterite,1
-13.37611111,20.14388889,loubeitine,2,MR,397.23,19.06,Unknown,0
-13.35416667,19.97083333,Erche teli,20,MR,226.85,32.14,Loam,0
-15.88194444,17.6625,Awoinatt,20,MR,241.64,18.89,Peat,0
-13.67555556,19.39666667,Ezmouliye,200,MR,223.3,15.66,Clay ,0
-12.38722222,19.41333333,grarettaklest,100,MR,195.51,20.27,Laterite,0
-12.62194444,19.58361111,grartntade,100,MR,71.97,29.13,Alluvial,1
-15.71611111,17.87444444,Tenevalitt-OuadNaga,20,MR,270.12,27.26,Unknown,0
-13.09861111,19.99861111,Ouad Ehl Aheimed,10,MR,71.35,40.68,Loam,0
-13.09611111,20.00222222,Ouad Ehl Aheimed,10,MR,176.26,25.28,Alluvial,0
-13.38388889,19.80305556,Lebthah Tenemrouret,40,MR,250.77,5.97,Sandy ,0
-12.59722222,19.61722222,Lebheir,100,MR,149.19,28.23,Peat,0
-12.59388889,19.60166667,Sud Lebheir,30,MR,387.85,13.74,Laterite,0
-13.39916667,19.8175,Akravit Tenemrouret,20,MR,144.65,17.87,Alluvial,0
-13.39027778,20.08666667,baddha saleh,4,MR,40.76,26.44,Loam,1
-14.59972222,19.47611111,khatt ntamadi,20,MR,60.49,31.47,Laterite,1
-13.31861111,19.59,Lemsaidi,50,MR,139.92,26.95,Alluvial,0
-15.86527778,17.85111111,Elvoree-Ouad Naga,50,MR,107.36,8.85,Loam,0
-12.6225,19.58555556,Elmalih,50,MR,165.03,9.36,Alluvial,0
-13.40416667,20.13,Gueble vouze,1,MR,296.39,18.95,Peat,0
-13.26111111,19.53083333,Graret Tenedayit,80,MR,319.15,19.28,Peat,0
-13.26277778,19.53111111,qGraret Tenedayit,20,MR,179.45,19.88,Sandy ,0
-16.00388889,17.63638889,Pk 50 de Nouakchott,20,MR,135.34,26.36,Sandy ,1
31.55444444,16.75722222,wadi gomor,400,SU,39.82,11.76,Unknown,0
31.645,16.89361111,w.umjawseer,60,SU,54.2,23.15,Alluvial,0
-14.49805556,22.73416667,oued jenna,400,MO,159.79,6.06,Laterite,0
-14.53583333,22.72888889,dar lamane,300,MO,391.63,15.03,Unknown,0
49.09722222,16.67472222,wadi dhlim,200,YE,235.88,11.96,Alluvial,0
48.99333333,16.69444444,wadi nakhr tasbuet,200,YE,66.03,28.69,Alluvial,1
48.95861111,16.60555556,wadi lldldoldohldoha,100,YE,38.33,22.18,Loam,0
48.93416667,16.59055556,wadi aldokhan,100,YE,192.38,18.4,Laterite,0
48.815,16.54861111,wadi halof,90,YE,386.97,29.06,Peat,0
48.80777778,16.54472222,wadi jba,100,YE,388.63,35.44,Sandy ,0
48.80666667,16.5425,wdijba,100,YE,304.06,21.44,Sandy ,0
48.82416667,16.51333333,wadi jebah,80,YE,175.72,18.84,Laterite,0
49.2125,16.14166667,wadi alkhon,100,YE,353.57,29.38,Loam,0
48.85361111,16.48777778,hrimah,90,YE,146.68,13.6,Alluvial,0
48.82027778,16.45583333,marafs,100,YE,235.47,25.54,Alluvial,0
48.85416667,16.49472222,alnkhalh,90,YE,200.43,15.12,Alluvial,0
42.35,17.39138889,gharb baysh alminzal,600,SA,48.7,9.29,Alluvial,0
42.35888889,17.385,ALmnzalh,200,SA,73.62,29.45,Alluvial,1
42.35111111,17.38638889,ALmnzla,400,SA,220.32,40.9,Peat,0
30.40194444,15.82972222,w.uborog,300,SU,345.92,19.85,Unknown,0
30.48416667,15.88,uboarog,400,SU,277.68,25.91,Peat,0
30.58444444,16.27666667,aldnageer,600,SU,177.32,28.55,Loam,0
-15.335,18.45027778,Agoueilil-Targue-Tza,20,MR,271.02,25.85,Peat,0
-13.66944444,19.40805556,Point 18 mission Mau,1,MA,326.83,38.73,Laterite,0
-13.67083333,19.39333333,Point 19- mission Ma,50,MA,14.44,20.89,Sandy ,0
-13.58055556,19.3825,Point 20 mission Mau,100,MA,342.7,20.49,Loam,0
-13.16722222,20.09527778,Toutemdej-Aoujeft,40,MR,366.48,11.01,Sandy ,0
-16.47277778,21.57083333,baire gandouze,30,MO,20.61,15.06,Laterite,0
-16.47555556,21.56305556,baire gandouze,20,MO,247.56,21.38,Laterite,0
-16.43555556,21.43888889,oued barwagua,100,MO,241.28,13.49,Peat,0
-16.4625,21.57333333,bir gandouz,40,MO,55.99,25.66,Peat,1
-16.33333333,21.40527778,grayare ignine,10,MO,202.5,40.1,Clay ,0
-16.47444444,21.56444444,bir gandouz,30,MO,14.73,22.39,Clay ,0
-16.47861111,21.55972222,barwagua,30,MO,228.93,32.07,Clay ,0
38.63111111,17.73305556,fegrethan,200,ER,231.2,6.95,Laterite,0
44.63333333,13.08333333,Amshibi,100,YE,114.28,33.18,Laterite,0
-13.38444444,19.51944444,Point 23 mission Mau,1,MA,149.76,18.28,Alluvial,0
-13.29888889,19.93416667,Point 27 mission Mau,1,MA,172.33,11.96,Loam,0
45.03972222,13.18722222,Alkhlwo,3,YE,117.16,36.85,Alluvial,1
45.0275,13.19638889,Alkhlow,1,YE,151.33,11.55,Laterite,0
42.64194444,10.86916667,Adelea,100,ET,308.28,27.21,Unknown,0
38.64444444,17.70944444,ambaset,200,ER,393.61,39.96,Peat,0
-16.47944444,21.55694444,birgandouze,10,MO,207.04,21.74,Alluvial,0
-16.46861111,21.54027778,oued birgndouze,50,MO,300.09,34.67,Unknown,0
38.64583333,17.74611111,anter,70,ER,288.41,30.69,Laterite,0
-16.46527778,21.48833333,est  birgandouze,20,MO,107.78,27.59,Clay ,1
-16.24638889,21.75111111,oued algritifa,10,MO,147.69,11.62,Loam,0
-16.40361111,21.50638889,karbate bouzaide,1,MO,352.33,19.39,Peat,0
-16.3075,21.43055556,sud glib hoiro,20,MO,373.35,31.79,Loam,0
-16.47833333,21.55972222,bir gandouz,80,MO,290.13,13.38,Peat,0
-16.49416667,21.39,la zoune militaires,80,MO,371.04,36.95,Sandy ,0
-16.3675,21.3925,grayare ignine,20,MO,22.62,10.26,Peat,0
44.8,16.05,Alraod,100,YE,302.87,27.51,Sandy ,0
-15.08638889,21.93833333,Glibate Tlayha,1,MO,276.08,34.84,Laterite,0
-14.60777778,22.645,Oued Jenna,0.2,MO,134.78,20.4,Clay ,0
-15.14138889,21.71055556,Mdinat Hbada,0.1,MO,124.82,11.46,Peat,0
-14.78055556,22.65555556,Boulaoutade,0.1,MO,92.29,23.57,Peat,0
-14.45972222,22.57027778,Laglate,0.1,MO,204.77,13.84,Laterite,0
-14.66611111,22.75583333,Jmaaiya,0.1,MO,377.98,24.45,Sandy ,0
-14.6325,22.67472222,Oued Lagrade,0.1,MO,31.27,15.63,Clay ,0
-14.64805556,22.6575,Oued Lagrade,1,MO,83.86,12.41,Sandy ,0
-14.77277778,22.55361111,Lahricha,0.1,MO,379.52,24.06,Sandy ,0
-14.49722222,22.56138889,w oued lgrad,100,MO,5.98,32.14,Alluvial,0
-14.72,22.63388889,boulaoitade,100,MO,367.24,5.5,Sandy ,0
-14.49277778,22.67972222,oued jenna,80,MO,55.15,14.67,Loam,0
-14.49333333,22.73805556,N oued jenna,100,MO,227.18,30.85,Sandy ,0
-14.60611111,19.40611111,lekhlige,300,MR,175.85,35.16,Unknown,0
-13.21972222,19.97277778,Wdeye O Med /Twerg,20,MR,275.98,40.95,Peat,0
-13.18388889,19.98555556,Wdeye O Med /Twerg,5,MR,205.88,29.86,Peat,0
-13.41361111,19.94166667,Erche Teli,10,MR,128.98,33.74,Alluvial,0
-15.63916667,18.99361111,ACHOUER-Ouad Naga,100,MR,351.18,27.14,Loam,0
42.99277778,10.57555556,saawer2,10,SO,142.56,10.24,Alluvial,0
43.15916667,10.61833333,casguudley,400,SO,109.31,10.8,Peat,0
48.82555556,16.45972222,algdrah,100,YE,163.54,26.77,Unknown,0
48.85694444,16.48777778,alnkhlh,100,YE,363.76,9.6,Loam,0
49.27777778,16.43944444,wadi washah,100,YE,228.03,39.59,Loam,0
-13.21361111,20.08805556,Point 37 mission Mau,1,MA,12.26,28.67,Clay ,0
-13.21888889,20.08138889,Point 37 mission Mau,1,MA,393.13,17.45,Clay ,0
-13.22305556,20.07416667,Point 36 misson Mau,1,MA,90.15,10.15,Sandy ,0
-13.225,20.06916667,Point 35 mission Mau,1,MA,241.7,27.01,Unknown,0
-13.23333333,20.05222222,Point  34 mission Ma,2,MA,30.8,25.29,Clay ,0
-13.23444444,20.05083333,Point 33 mission Mau,2,MA,393,5.09,Clay ,0
-13.39416667,19.79472222,Point 26 mission Mau,1,MA,143.41,28.73,Sandy ,0
-13.39388889,19.795,Point 28 mission Mau,50,MA,58.18,31.44,Loam,1
-14.61361111,19.41027778,CLCPRO2,6,MA,50.42,35.72,Unknown,1
-14.62055556,19.45083333,clcpro2,2,MA,115.4,22.68,Loam,0
48.84055556,16.50916667,wadi um almeleh,100,YE,318.28,32.22,Peat,0
45.43333333,13.25,Salaa,100,YE,175.12,23.14,Sandy ,0
49.05583333,16.58972222,wafdi alelnbah,100,YE,154.54,5.17,Loam,0
46.4,16.26666667,Duibi,100,YE,335.69,28.46,Sandy ,0
45.71666667,14.78333333,Byhan,100,YE,99.45,17.55,Unknown,0
-16.22472222,21.70583333,oued archane,4,MO,167.85,39.73,Peat,0
-16.27416667,22.11472222,tagnadazte,60,MO,111.09,7.99,Loam,0
-16.26638889,22.065,tagnadazte,30,MO,349.91,12.47,Clay ,0
-16.10083333,21.85888889,oued lgritifa,80,MO,87.4,29.91,Peat,1
-16.20888889,21.75138889,oued el gratifa,100,MO,94.89,19.58,Peat,0
-16.31,21.99111111,hafrate el aagaya,5,MO,249.35,40.01,Peat,0
38.63111111,17.73305556,anter,200,ER,265.44,32.2,Laterite,0
-16.125,21.83333333,oued elgritifa,30,MO,344.26,29.42,Unknown,0
-16.45333333,21.48666667,oued mdibir,50,MO,323.91,30.51,Unknown,0
-16.46222222,21.48722222,sud est birgandouze,50,MO,176.66,9.74,Alluvial,0
-16.26638889,22.06444444,tagnadazte,60,MO,100.27,26.93,Unknown,1
-16.18722222,21.53111111,oued mdibir,40,MO,80.65,7.61,Sandy ,0
-16.205,21.525,oued mdibir,60,MO,284.8,32.03,Peat,0
-16.25194444,21.46222222,laariche,20,MO,123.62,31.32,Alluvial,1
-14.37583333,19.42638889,Agoueidim,10,MR,124.97,16.35,Clay ,0
-16.20861111,21.5225,oued mdibir,20,MO,90.88,21.4,Sandy ,0
-13.01638889,20.04166667,Emezguy,100,MR,49.6,22.84,Alluvial,0
-13.29694444,19.93361111,elbe meiyahe,10,MR,226.61,5.15,Peat,0
-13.2975,19.93416667,isbe cheikh,20,MR,281.17,36.28,Laterite,0
-15.95277778,17.66944444,Hseyatt ehel dih,6,MR,11.16,11.85,Sandy ,0
-15.96194444,17.67277778,Hseyatt hel dih,4,MR,397.73,36.29,Laterite,0
-13.29972222,19.93305556,rague,30,MR,183.06,25.81,Peat,0
-13.30194444,19.935,rague,30,MR,164.93,32.57,Unknown,0
-13.29583333,19.95916667,ligleibe,30,MR,69.55,36.5,Alluvial,1
-13.29694444,19.95638889,ligleibe,30,MR,146.97,26.65,Unknown,0
-13.38444444,19.79972222,Dra Ehil Hbibe,100,MR,80.18,12.99,Clay ,0
